2019-02-01,0.035,0.03,0.027000000000000003,0.0234999999999999,0.022000000000000002,0.02,0.02,0.29,0.193,,,,0.319,0.203,0.15,,,,,,,0.032,0.027,0.025,0.023,0.021,0.02,0.02,0.272,0.186,,,0.301,0.191,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.471,0.455,0.4435,0.43,0.425,0.35,,,,0.37,0.25,,,,,,,39.5,40.5,41.1,42.0,43.0,44.4,49.3,,,,48.0,56.4,,,,,,,,,,-38.5,170.5,,,,,,,,0.0,0.015,,,,,-0.013,0.025,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,0.038,0.0345,0.0275,0.024,0.021,0.02045,0.02,0.307,0.21,,,,0.36,0.23,0.16,,,,,,,0.036,0.033,0.027000000000000003,0.024,0.021,0.02,0.02,0.299,0.2045,,,0.3505,0.22,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.65,0.6154999999999999,0.6,0.565,0.5625,0.55,0.4,,,,0.45,0.29,,,,,,,43.2,44.0,45.0,46.23,47.5,48.7249999999999,52.68,,,,50.0,60.0,,,,,,,,,,-80.0,138.57,,,,,,,,0.003,0.01,0.005,,,,-0.012,0.024,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,0.04,0.032,0.027000000000000003,0.024,0.022000000000000002,0.0215,0.022000000000000002,0.314,0.23,,,,0.4,0.252,0.19,,,,,,,0.04,0.032,0.027000000000000003,0.025,0.023,0.021,0.021,0.31,0.222,,,0.401,0.2425,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.6729999999999999,0.65,0.64,0.629,0.613,0.45,,,,0.5,0.34600000000000003,,,,,,,44.66,45.6,46.7,47.9,48.99,50.39,54.6,,,,51.2,61.7,,,,,,,,,,-95.55,141.0,,,,,,,0.004,0.008,0.003,,,,,-0.013000000000000001,0.0216,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,0.03,0.027,0.025,0.023,0.023,0.022,0.021,0.31,0.226,,,,0.403,0.261,0.191,,,,,,,0.03,0.027,0.025,0.024,0.023,0.022,0.021,0.306,0.222,,,0.405,0.248,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.69,0.679,0.662,0.64,0.63,0.6,0.443,,,,0.55,0.35,,,,,,,45.8,46.9,48.0,49.0,50.0,50.48,55.5,,,,51.0,62.0,,,,,,,,,,-100.0,123.0,,,,,,,-0.002,0.01,0.004,,,,,-0.015,0.02,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-01,0.026,0.025,0.0236642035981572,0.023,0.022000000000000002,0.021,0.022000000000000002,0.3,0.22085,,,,0.4,0.27,0.2,,,,,,,0.026,0.025,0.0245,0.023,0.023,0.022000000000000002,0.022000000000000002,0.306,0.22,,,0.4154,0.26,0.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6164875,0.6104999999999999,0.6,0.6,0.57,0.55,0.42450000000000004,,,,0.55,0.35,,,,,,,44.1,46.0,47.5,48.77889208703,49.7,50.175,55.0,,,,50.175,61.05,,,,,,,,,,-101.435499999999,130.0,,,,,,,,0.007,0.005,0.00448,,,,-0.013999999999999999,0.022000000000000002,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-01,0.024,0.023828979326217,0.023,0.0225,0.0212674231618645,0.022000000000000002,0.0221834946893873,0.302,0.22699999999999998,,,,0.400218418960724,0.28,0.2,,,,,,,0.024,0.024,0.023,0.0225,0.022000000000000002,0.022000000000000002,0.021,0.29,0.22,,,0.414,0.265,0.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.597,0.58,0.5710000000000001,0.56,0.53,0.5,0.411403614478413,,,,0.53,0.35,,,,,,,44.9,46.25,48.0,49.0,50.0,50.97,56.0,,,,50.0,60.8,,,,,,,,,,-101.4605,132.5,,,,,,,0.005,0.005,0.005,,,,,-0.014499999999999999,0.02,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-01,0.043,0.0582,0.043,0.035,0.034,0.0313628998887108,0.03,0.483,0.3,,,,0.55,0.38,0.283,,,,,,,0.05,0.065,0.045,0.035,0.035,0.031200000000000002,0.031,0.483,0.309,,,0.576,0.375,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,0.79,0.76,0.73155,0.6866240012406941,0.6465000000000001,0.5,,,,0.7316,0.42,,,,,,,60.0,62.8,65.065,66.7,68.3,70.0,80.0,,,,66.7,87.1,,,,,,,,,,-142.6,-114.5,,,,,,,-0.002,-0.007,-0.007,,,,,-0.025,-0.011,0.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-01,0.058,0.0442244784530033,0.04,0.036000000000000004,0.035,0.033,0.033,0.48,0.305,,,,0.5489999999999999,0.4045,0.28800000000000003,,,,,,,0.063,0.045,0.03825,0.039,0.035,0.034,0.032,0.48,0.29100000000000004,,,0.5775,0.397,0.26899999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.76,0.73,0.68,0.65,0.6125,0.48,,,,0.73,0.425,,,,,,,59.3,62.0,65.0,67.2,69.6075001643722,71.4040657197087,82.2,,,,65.0,88.0,,,,,,,,,,-162.5,-100.0,,,,,,,,-0.006999999999999999,-0.011000000000000001,-0.005,,,,-0.0285,-0.015,0.0160176274672859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,0.042,0.040999999999999995,0.04,0.03947212366203938,0.0345,0.03395,0.032,0.48200000000000004,0.3,,,,0.556,0.42869999999999997,0.2905,,,,,,,0.045,0.044000000000000004,0.042,0.04,0.03563,0.03419366617129427,0.032,0.475,0.29,,,0.595,0.425,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.63,0.6,0.561,0.53,0.5,0.488,0.40299999999999997,,,,0.6,0.3995,,,,,,,61.08,65.0,67.536,69.554,71.398,73.0,83.01568808372755,,,,65.0,87.35,,,,,,,,,,-177.086,-150.0,,,,,,,-0.006,-0.013999999999999999,-0.005,,,,,-0.03,-0.017,0.01551764920185761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-01,0.041,0.043,0.037623679705204395,0.034,0.035,0.033,0.03,0.456,0.305,,,,0.5455,0.4295,0.3,,,,,,,0.042,0.043,0.04,0.03604320214175677,0.035,0.033,0.03,0.46,0.3094155410706053,,,0.581,0.441,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,0.55,0.5225,0.49,0.48,0.46049999999999996,0.4,,,,0.59,0.4,,,,,,,63.0,64.55,66.9,69.0,71.0,73.0,82.5,,,,63.0,85.9,,,,,,,,,,-173.75,-200.0,,,,,,,0.0034999999999999996,-0.019946309619565217,-0.006,,,,,-0.027999999999999997,-0.017,0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-01,0.041,0.038,0.0329350992568902,0.033,0.032,0.03,0.027999999999999997,0.42200000000000004,0.301,,,,,0.42200000000000004,0.301,0.255,,,,,,0.042,0.039,0.03447199700662096,0.033,0.031,0.028999999999999998,0.027000000000000003,0.42700000000000005,0.315,,,,0.42700000000000005,0.315,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5275,0.5,0.48,0.4535,0.44,0.43,0.37,,,,0.37,0.28,,,,,,,61.65000000000001,63.1,64.75,66.0,67.0,68.55,80.5,,,,,80.5,98.5,,,,,,,,,,-164.7,-91.632,,,,,,,-0.01,-0.006999999999999999,-0.0005,,,,,-0.016,0.0126085005177116,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,0.035,0.03,0.030399499116656334,0.03,0.028999999999999998,0.0285,0.028999999999999998,0.4004381767583509,0.317,,,,,0.41650000000000015,0.3125,0.2545,,,,,,0.036,0.032,0.0311,0.03,0.028999999999999998,0.0285,0.028999999999999998,0.409,0.311,,,,0.4215,0.318,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33650000000000013,0.3296875,0.32164583333333335,0.3135,0.3075,0.3,0.28725,,,,,0.28,0.244,,,,,,61.27,62.89,64.10251933096785,65.55271070410001,67.37227847170251,68.7,80.45,,,,,78.685,99.02000000000001,,,,,,,,,,-141.476,-45.0,,,,,,-0.006999999999999999,-0.005,-0.001,,,,,,-0.015,0.017,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01,0.025,0.028999999999999998,0.027999999999999997,0.027000000000000003,0.0273,0.03,0.03,0.39899999999999997,0.3,,,,,0.4,0.305,0.27,,,,,,0.025,0.028999999999999998,0.028999999999999998,0.027999999999999997,0.027000000000000003,0.028999999999999998,0.028999999999999998,0.3895,0.30597446470793943,,,,0.39299999999999996,0.3149520977063931,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.308,0.3015,0.3,0.3,0.29760000000000003,0.29100000000000004,0.2746685252978035,,,,,0.27699999999999997,0.247,,,,,,63.1024,64.65158817,65.995,68.0,69.6,71.33080659609092,83.0,,,,,78.91619895473153,97.3,,,,,,,,,,-135.3,-117.5,,,,,,-0.008,-0.005,-0.002,,,,,,-0.01204798335469004,0.017,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,0.026,0.027999999999999997,0.02650000000000001,0.02849999999999996,0.03,0.029500000000000002,0.03101643302483419,0.395,0.3245,,,,,0.3997,0.33,0.27149999999999996,,,,,,0.026,0.031,0.028999999999999998,0.028999999999999998,0.028999999999999998,0.03,0.03,0.415,0.325,,,,0.43,0.332,0.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27704999999999996,0.27105,0.2705,0.26895,0.2705,0.266,0.25,,,,,0.2583,0.24,,,,,,65.45,67.3,69.5,71.3,73.5,75.6122152039026,88.0,,,,,83.13,107.7,,,,,,,,,,-696.0,-500.0,,,,,,,-0.016,-0.049,0.006999999999999999,,,,,-0.043,0.029500000000000002,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,0.023,0.025,0.028399999999999998,0.031,0.033,0.0355,0.036000000000000004,0.48976630930426734,0.364,,,,,0.444,0.3995,0.325,,,,,,0.024,0.0255,0.0285,0.0325,0.03325,0.0345,0.036000000000000004,0.499,0.32,,,,0.46,0.3841239878582238,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204,0.21899999999999997,0.22399999999999998,0.23,0.237,0.2367303939688559,0.248,,,,,0.25,0.245,,,,,,68.0,70.2,72.4,74.8,77.34158196109948,80.0,96.14,,,,,85.36215086017279,120.11,,,,,,,,,,-1383.919402176701,-1117.0,,,,,,-0.02,-0.09,0.02,,,,,,-0.07,0.038,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,0.017,0.023,0.029500000000000002,0.0325,0.037000000000000005,0.04,0.0393,0.51,0.374,,,,,0.4325,0.41099999999999987,0.3475,,,,,,0.02,0.023,0.03175,0.034,0.0375,0.037699999999999914,0.038,0.51295,0.37,,,,0.451,0.40703194033199586,0.3414410675641632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2843339255083829,0.3,0.297,0.29350000000000004,0.3,0.29614999999999997,0.284,,,,,0.292,0.27699999999999997,,,,,,70.23834173144098,72.55,76.0,79.0,81.92361111111111,85.0,104.05,,,,,88.47123081965051,122.4,,,,,,,,,,-1647.0,-1145.5,,,,,,-0.048,-0.12,0.05,,,,,,-0.09449999999999999,0.0453719520673859,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,0.02,0.025,0.03,0.03600000000000001,0.04,0.04,0.042,0.525,0.415,,,,,0.40700000000000003,0.446,0.35100000000000003,,,,,,0.02,0.0255,0.03188706409988483,0.03757810401381898,0.03925,0.04050000000000001,0.042249999999999996,0.5155,0.401,,,,0.431,0.434,0.35100000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,0.3,0.3,0.301,0.308,0.308,0.304,,,,,0.308,0.3,,,,,,72.0,74.77,77.75,81.6,84.9,88.0,105.32,,,,,88.0,122.5,,,,,,,,,,-1746.0,-1320.0,,,,,,,-0.1652407894644487,0.069,0.06077450499999999,,,,,-0.12,0.05,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,0.024,0.03,0.035,0.038,0.04,0.04,0.04,0.519,0.3834999999999999,,,,,0.395,0.46649999999999997,0.3544634650075204,,,,,,0.025,0.03150000000000001,0.035,0.039,0.038,0.043,0.04,0.516,0.392,,,,0.42,0.45,0.36200000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.306,0.324,0.325,0.33,0.33030000000000004,0.33030000000000004,0.33,,,,,0.33030000000000004,0.3209999999999999,,,,,,73.71,76.455,79.9,82.05,86.44341330837264,89.0,105.1,,,,,86.44341330837264,123.24,,,,,,,,,,-2000.0,-1416.5,,,,,,-0.17,0.08,0.06,,,,,,-0.1250706196325858,0.0555,0.02422885828005371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-01,0.027,0.033,0.037,0.038,0.042,0.041,0.038,0.512,0.39,,,,,0.378,0.471,0.355,,,,,,0.03,0.035,0.038,0.039,0.043,0.042,0.041,0.52,0.394,,,,0.412,0.459,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301,0.316,0.32,0.33,0.33,0.33,0.33,,,,,0.329,0.33,,,,,,75.7,78.5,81.2,84.25,87.65,90.97,108.1,,,,,84.25,122.0,,,,,,,,,,-2000.0,-1500.0,,,,,,-0.166,0.087,0.051,,,,,,-0.12,0.056,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,0.03,0.03469,0.0375,0.04,0.04,0.035,0.038,0.5051,0.38799999999999996,,,,,0.3694946941008079,0.475,0.3565,,,,,,0.032,0.03545,0.038,0.04125,0.04,0.037000000000000005,0.0365,0.5013000000000001,0.37200000000000005,,,,0.3946,0.4755,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3085,0.318,0.325,0.33,0.33299999999999996,0.34,0.34,,,,,0.325,0.33549999999999996,,,,,,77.7,80.26026080088,83.78872789506799,86.60483337139537,89.95,93.4,109.85,,,,,83.78872789506799,121.5,,,,,,,,,,-2000.0,-1785.0,,,,,,,0.09757845540760686,0.0395,0.0125,,,,,-0.1175,0.05055591909025406,0.024998635563419903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,0.032,0.035,0.04,0.040999999999999995,0.0375,0.039,0.035,0.521,0.37549999999999994,,,,,0.358,0.489,0.359,,,,,,0.0335,0.038,0.04125,0.040999999999999995,0.0387456,0.04,0.036000000000000004,0.5095000000000001,0.355,,,,0.38299999999999995,0.4824,0.3685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.33,0.3422,0.34,0.35,0.36,0.358,,,,,0.33,0.35,,,,,,80.6,84.0,88.0520272799999,91.3,94.5,97.98,117.4,,,,,84.0,125.0,,,,,,,,,,-1949.0,-1787.24,,,,,,0.105,0.029,0.012,,,,,,-0.116,0.0454293809472123,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-01,0.036000000000000004,0.04,0.040999999999999995,0.0382,0.04,0.035,0.033,0.5245000000000001,0.39099999999999985,,,,,0.36700000000000005,0.5,0.363494316314551,,,,,,0.038,0.040999999999999995,0.04151521885308105,0.04,0.04,0.037000000000000005,0.035,0.5175,0.389,,,,0.38239422047805915,0.5,0.3796578603509861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.36,0.37,0.38,0.38,0.38,0.364,,,,,0.35,0.36,,,,,,83.0,86.805,90.94,94.945,98.17764987004722,101.27,121.1408880683679,,,,,83.0,126.45,,,,,,,,,,-1875.0,-1625.742832511872,,,,,,0.1317052601521711,0.027999999999999997,0.009000000000000001,,,,,,-0.10855779263407049,0.04786327892805575,0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-01,0.0398511494121596,0.0395,0.037116979772398466,0.03889189785674638,0.035,0.034,0.0325,0.498,0.39183163766488915,,,,,,0.498,0.39183163766488915,0.3,,,,,0.0405,0.04,0.04,0.039,0.038,0.036000000000000004,0.034,0.5,0.39,,,,,0.5,0.39,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.36,0.369796370967742,0.371,0.375,0.37705263157894725,0.3814,,,,,,0.3814,0.330965,,,,,85.87808601217822,89.43460165079362,93.0,96.6,100.0,103.0,125.8,,,,,,125.8,171.45,,,,,,,,,,-1741.845992485465,-1506.0,,,,,,0.036225279750839355,0.008352229038615322,0.006,,,,,,0.055,0.025,0.0245,,,,,4403.34,4574.63,4398.5,4737.29,5006.5,5598.0,5331.0,59958.5,63200.0,,,,3760.0,3788.609558497944,3589.2,3809.789481169034,3712.5,4033.0,4079.5,48147.1111037599,52100.0,,,,,0.11699999999999999,0.11699999999999999,0.12,0.10949999999999999,0.102,,,,
2021-01-01,0.0385,0.03575421362599216,0.039,0.03502364627285761,0.034,0.03208486017667044,0.032,0.4935,0.3879542871515726,,,,,,0.5,0.39,0.3015,,,,,0.04199999999999992,0.039599999999999996,0.039,0.038,0.035,0.034,0.034,0.503507722807,0.39,,,,,0.52,0.39149999999999996,0.3165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3493608870967742,0.35450000000000004,0.36200000000000004,0.36471259305318054,0.3685824195906433,0.36721259305318055,0.385,,,,,,0.38,0.331,,,,,89.2,92.54122738888888,96.05,99.2,102.732174602037,105.9948093676419,129.0,,,,,,125.0,172.0,,,,,,,,,,-1728.0,-1500.0,,,,,0.047,0.006999999999999999,0.004,,,,,,,0.05518897528284075,0.025,0.025,,,,,4328.0,4324.0,4700.0,5194.8,5560.0,5388.411056192547,5300.0,60783.5,63290.7342728244,,,,3790.0,3521.167346343884,3810.0,3720.0,4052.0,4080.0,4200.0,48530.0,51965.0,,,,0.1155555314181748,0.1149636840287346,0.11800000000000001,,0.11,0.10550000000000001,,,,
2021-02-01,0.03501037798765376,0.037000000000000005,0.033549999999999996,0.031,0.03,0.03031839812558211,0.02923809781240165,0.4495,0.368,,,,,,0.48105657083888514,0.37199431631455077,0.3,,,,,0.03757548771460105,0.037000000000000005,0.03427200314590727,0.03266992031768622,0.032,0.033,0.031,0.465,0.3775,,,,,0.4805,0.3840000000000001,0.3116818016332017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.342,0.34299999999999997,0.34600000000000003,0.35,0.35599999999999987,0.358,0.35950000000000004,,,,,,0.3605,0.32049999999999995,,,,,91.35679437141681,94.03179010013893,96.75,99.3,101.4669671282987,103.86,125.0,,,,,,118.6,163.65,,,,,,,,,,-1645.0,-1449.663242135271,,,,,0.045,0.0105,0.003,,,,,,,0.062,0.024,0.025,,,,,4552.950000000001,4842.5,5200.0,5805.0,5500.0,5415.5,5420.6,61550.0,63950.0,,,,3653.044483348943,3832.0,3802.0,4100.0,4092.97,4205.86,4200.0,49200.0,53161.0,,,,0.11449999999999999,0.11346368402873461,0.1165,,0.11,0.105,,,,
2021-03-01,0.039018731964261,0.034,0.03,0.029,0.0280274919814404,0.0268221007685287,0.025,0.431,0.367,,,,,,0.46,0.392864364163539,0.31,,,,,0.039,0.036,0.03,0.03,0.031,0.0289724457836906,0.027,0.455,0.3745,,,,,0.481361391768335,0.39,0.3205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3409,0.341003472222222,0.342,0.345,0.346159581404053,0.35,0.3555,,,,,,0.353,0.318,,,,,93.35,95.55,97.9,100.0,102.1,104.95,125.5796456866994,,,,,,115.0,160.0,,,,,,,,,,-1636.0,-1522.5,,,,,,0.019,0.003,0.003,,,,,,0.0665,0.025,0.0255,,,,,4825.0,5200.0,5871.5,5610.860710694558,5568.5,5510.0,5300.0,62427.5,64766.63817189727,,,,3830.0,3800.0,4100.0,4150.0,4207.0,4200.0,4313.0,49223.535,53407.535475,,,,,0.112,0.115285517212835,0.11,0.11,0.1045,,,,
2021-04-01,0.038,0.032,0.03,0.028,0.026,0.025011738614699,0.0257248059519524,0.433,0.368,,,,,,0.4725,0.3964,0.32,,,,,0.039,0.0344994958480507,0.031,0.031,0.029,0.0288735540792224,0.028,0.447,0.388,,,,,0.48931324835486,0.40387958999105,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341,0.341,0.341103472222222,0.342,0.34225,0.3485,0.36,,,,,,0.35,0.344,,,,,94.78999999999999,97.0,99.015,101.1,103.4,105.7256328564839,126.6454607445169,,,,,,112.6383814150464,159.089378131357,,,,,,,,,,-1666.5,-1553.5,,,,,0.02235175316759,-0.0145,0.06,,,,,,,0.0640592068055764,0.025,0.0252250950401203,,,,,5512.858449017098,6000.666951959984,5688.934941909796,5665.702524530716,5599.5,5376.0,5280.0,63725.0,65877.5,,,,4180.0,4242.440000000001,4238.315014357546,4350.0,4341.394850229907,4313.0,4300.0,50400.0,54319.0,,,,0.112,0.117,0.111,,1.1,0.105,,,,
2021-05-01,0.03565,0.031,0.0295,0.028,0.0250058693073495,0.0265,0.0265462766004129,0.432638784788221,0.379,,,,,,0.4825,0.4,0.3445,,,,,0.038,0.033,0.0315,0.0295267911174808,0.028,0.0275,0.0285,0.45,0.3785,,,,,0.514,0.41,0.3265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341,0.341,0.34115,0.342,0.3445,0.34547566681115,0.354,,,,,,0.35,0.342,,,,,95.80935659473684,97.6,99.0670822855056,101.034914891849,103.4,105.763845,128.0,,,,,,110.2319225,155.7125748638144,,,,,,,,,,-1660.0,-1528.25,,,,,0.023,-0.0225079239063303,0.0512035183803977,,,,,,,0.06,0.0263671399805192,0.0254117512675039,,,,,6200.7168980342,6801.33390391997,5506.36988381959,5720.54433836687,5630.5,5242.0,5260.0,65022.5,66988.3618281027,,,,4530.0,4684.88,4376.63002871509,4550.0,4475.78970045981,4426.0,4287.0,51576.465,55230.464525,,,,0.112,0.1175,0.115,,0.11,0.105,,,,
2021-06-01,0.032,0.029,0.028,0.027,0.027,0.027,0.031,0.429,0.387480941437752,,,,,,0.48,0.42,0.35,,,,,0.034,0.032,0.0300858489007783,0.029,0.029,0.029,0.0327978537313731,0.439,0.38,,,,,0.515,0.416,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341,0.341,0.341267398313492,0.3419,0.344,0.3482,0.35,,,,,,0.3482,0.34155,,,,,96.7,98.30482631578947,99.85889394536187,102.0,104.7,108.1,131.3351251162197,,,,,,108.1,156.0,,,,,,,,,,-1586.531587279546,-1554.0,,,,,,-0.025,0.005,0.00799211049327608,,,,,,0.06296192444274,0.025,0.0253998465683786,,,,,6888.57534705129,7602.00085587995,5323.80482572939,5775.38615220303,5661.5,5108.0,5240.0,66320.0,68099.2236562055,,,,4880.0,5127.32,4514.94504307264,4750.0,4610.18455068972,4539.0,4274.0,52752.93,56141.92905,,,,,0.11,0.107,0.1065,0.1065,0.1015,,,,
2021-07-01,0.03,0.027999999999999997,0.027000000000000003,0.027000000000000003,0.027999999999999997,0.031,0.032,0.43200000000000005,0.385,,,,,,0.4822240549213501,0.42,0.36,,,,,0.032,0.03,0.028999999999999998,0.028999999999999998,0.03,0.033,0.033,0.4474728778191057,0.3825,,,,,0.5188,0.42560000000000003,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.341,0.34102087053571417,0.3412673983134921,0.342,0.345,0.34700000000000003,0.34950000000000003,,,,,,0.345,0.341,,,,,97.55451452472525,99.00866251666223,100.5508011169288,103.2314567531175,107.1,111.0,133.0305617614716,,,,,,107.1,153.53,,,,,,,,,,-1545.0,-1554.423,,,,,-0.01505,0.005,0.005,,,,,,,0.068,0.024319954970047908,0.025,,,,,6094.5,5923.80728992866,5427.92495968382,5238.060747521983,5045.484298698562,4766.0,4938.188610591234,67274.35,69568.0,,,,4731.0,4561.5,4507.372893667838,4364.751778620415,4310.5,4077.0,4061.165208136968,55018.0,57419.35476661079,,,,0.109,0.107,0.107,,0.107,0.102,,,,
2021-08-01,0.027999999999999997,0.027000000000000003,0.027000000000000003,0.027999999999999997,0.031,0.033,0.032,0.43666122211181113,0.385,,,,,,0.484,0.431,0.3655606158969564,,,,,0.03,0.028999999999999998,0.02992413072046638,0.03,0.033,0.034,0.034,0.46349999999999986,0.39349999999999985,,,,,0.5195000000000001,0.4572821067153102,0.37450000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3410347966269841,0.34119999999999995,0.342,0.345,0.3471823413683932,0.34812032474396193,0.3458,,,,,,0.345,0.34506061589695647,,,,,98.37078837184757,99.9,101.6,105.7498902179904,109.6,114.13,139.045,,,,,,105.7498902179904,154.4655771645509,,,,,,,,,,-1500.0,-1613.083948298911,,,,,-0.016,0.013000000000000001,0.006,,,,,,,0.07210352613997814,0.025,0.025,,,,,6081.126618296815,5591.815787369929,5414.899619391986,5104.861145350958,5014.171865702802,5088.322549405945,4992.29582854449,69384.5,70847.81235000001,,,,5000.0,4717.678386865207,4725.780622918781,4483.5,4300.5,4300.0,4084.0,57184.5,59301.0,,,,0.10800000000000001,0.10466666647742709,0.105,,0.105,0.1005,,,,
2021-09-01,0.027999999999999997,0.027999999999999997,0.02843000984367694,0.032,0.035,0.034,0.0365,0.456,0.386,,,,,,0.48200000000000004,0.46,0.371,,,,,0.029750000000000002,0.03,0.031,0.03497004221776156,0.035,0.03414779146121782,0.037000000000000005,0.489,0.397,,,,,0.5224725806756895,0.473005230190654,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.34119999999999995,0.3417,0.3436,0.34950000000000003,0.3565,0.353,0.34950000000000003,,,,,,0.3436,0.35,,,,,99.49258227894735,101.01,105.0,109.1512732571734,114.0,119.0,143.0,,,,,,105.0,155.86,,,,,,,,,,-1568.5775,-1800.0,,,,,,0.017,0.004818126722475,0.003644570155543425,,,,,,0.076,0.023,0.021,,,,,6300.0,5921.217259938606,5626.037480113637,5493.2,5206.72,5061.5,6006.0,73447.49535760979,75000.0,,,,5139.3,5000.0,4752.7,4480.5,4458.384302179604,4288.819629768001,5387.810343059077,59817.12382850786,63000.0,,,,,0.099,0.10099999999999999,0.1,0.10099999999999999,0.099,,,,
