2023-08-01,0.11776876445312491,0.12,0.09111304227322059,0.09382055703268638,0.132,0.1425756867177126,0.1165,1.975,0.5894523281205748,,,,,,,,1.693,1.198,0.48,,,0.12,0.11869999999999999,0.09300000000000001,0.0958,0.13449999999999998,0.14905,0.11745,1.9714913045999198,0.5702562413570598,,,,,,,1.732,1.247,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.13,1.15,1.17882,1.244716494845361,1.25,1.24,0.813853092783505,,,,,,,,1.244716494845361,0.7,,,350.0,350.0296956238041,405.4681912629747,510.0062500000001,669.805272484966,738.01,913.301224481374,,,,,,,,510.0062500000001,1121.45,,,,,,,,,,-4488.0,-2500.0,,,-0.025,-0.015,-0.015,,,,,,,,,-0.02982546519775224,-0.006350178176020873,0.03,,,6115.277178840199,5963.022013482375,5971.5,5578.550977455514,5480.0,5574.9,5794.139173508425,,,68990.58584565658,83780.86263975938,,6101.0,5754.006786401108,5471.0,5241.887584718906,5000.0,5050.834991959549,4824.213100966774,,,72079.0,71690.7853437501,,0.07168779992775083,0.07400000000000001,0.07400000000000001,,,,0.07400000000000001,0.07799628414244746,,
2023-09-01,0.1167,0.095,0.10677015218838591,0.1400000000000001,0.15,0.12,0.09599408809892672,1.8586,0.5915,,,,,,,,1.807,1.354,0.52215,,,0.11956061709803009,0.0987,0.10619999999999999,0.1375,0.1498740672444859,0.1249,0.09865,1.9388427872092648,0.5753442593859697,,,,,,,1.8744999999999998,1.3388,0.5175,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1405,1.165444357612265,1.254959751527137,1.2987,1.25,1.2,0.7712,,,,,,,,1.254959751527137,0.67,,,350.0087954545454,398.89,530.0,669.625,731.51,776.3199999999999,1074.76,,,,,,,,530.0,1300.315,,,,,,,,,,-5004.5,-3749.0,,,,-0.005,-0.02,-0.01,,,,,,,,-0.02844359149081466,-0.01225155635189129,0.03,,,6000.0,5957.528380808584,5558.453844406149,5340.0,5564.0,5690.349922556643,6553.5,,,68363.0,83558.0,,6000.0,5471.1,5216.0,4783.0,5243.0,4856.889872961203,5607.245,,,73204.0,72576.48649147215,,,0.069,0.07063269972521458,0.075,,,0.07063269972521458,0.075,,
2023-10-01,0.1000000000000001,0.115,0.1400000000000001,0.13852641504834579,0.12,0.1,0.0895,1.9559032205236269,0.7297,,,,,,,,1.8501161850423231,1.564306233920942,0.6485,,,0.10099999999999999,0.12,0.1425,0.15134999999999998,0.1199,0.1035,0.08905000000000002,2.0272,0.738297301004562,,,,,,,1.945,1.6078000000000001,0.6561954034765688,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2875,1.3787,1.3941999999999999,1.369,1.29,1.2619,0.787,,,,,,,,1.3787,0.7249765037593984,,,381.8159783947439,526.4200000000001,638.8397852283701,688.165,753.3520851608196,811.8459778876102,1245.046845702273,,,,,,,,526.4200000000001,1375.01,,,,,,,,,,-5288.5,-4000.0,,,0.023,-0.02546462688664375,-0.013500000000000002,,,,,,,,,-0.02,-0.01644686269955286,0.025,,,5775.919759493276,5572.5,5379.5,5568.0,5758.118683931903,6472.0,7143.1,,,67992.0,83214.016,,5725.420838570682,5497.5,5000.681159306358,5233.840808739693,4970.0,5994.455421419968,5922.420190940041,,,74542.21028601719,73309.83732747482,,0.069,0.07,0.073,,,,0.07,0.075,,
2023-11-01,0.12,0.1714395290021448,0.18995,0.1515,0.1346405555717701,0.12,0.0933,2.26725417127477,0.6844,,,,,,,,1.892,1.9180000000000001,0.6,,,0.12345,0.17145,0.19699999999999998,0.151,0.1427,0.1108,0.0965,2.374,0.73015,,,,,,,2.001,1.963,0.6604000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4353,1.496642387218045,1.495,1.495,1.2938,1.18,0.82,,,,,,,,1.4353,0.752,,,590.21,769.7310845203751,880.7414943968625,1009.222651806212,1108.0,1164.799963191216,1576.021863513793,,,,,,,,590.21,1661.35,,,,,,,,,,-5245.0,-928.855,,,0.028999999999999998,-0.02121076102590769,-0.02,,,,,,,,,-0.013999999999999999,-0.0236969782004171,0.0265,,,5431.953541857119,5392.593067115558,5728.5,5839.882858541916,6426.42,7200.0,7600.0,,,67355.3180786265,83999.86037625793,,5391.258916831855,4960.78793176321,5073.860801182601,4861.468637798266,5824.366475381754,5539.0,6135.430441356353,,,74335.66,72353.44,,0.068,0.07,0.075,,,,0.07,0.075,,
2023-12-01,0.27,0.25,0.182,0.15,0.12,0.1,0.083,2.129958012909038,0.639,,,,,,,,,2.129958012909038,0.639,0.35,,0.28,0.2529,0.1821,0.1485906986473109,0.1235,0.1094201935313559,0.09789999999999999,2.4337999999999997,0.6373,,,,,,,,2.4337999999999997,0.6373,0.3042878646222023,,,,,,,,,,,,,,,,,,,,,,,,,,1.083,1.089,1.0918,1.067,1.0,0.9,0.65,,,,,,,,,0.65,0.4207,,820.2567,870.0,995.435,1100.0,1186.596043116956,1296.694843498741,1699.965,,,,,,,,,1699.965,2517.6,,,,,,,,,,666.3580759012401,7162.5,,,-0.014199999999999999,-0.02941638740625645,-0.004,,,,,,,,,-0.026000000000000002,0.023,0.023,,5211.067020610972,5628.003525708291,5803.301738113711,6536.982189044574,7356.16750558509,7700.0,7600.0,,,,83952.0,88009.7360245659,4961.0,4906.397903015083,4762.0,5370.96402697289,5539.0,6135.0,6150.0,,,,69372.14342479565,75222.0,,0.066,0.075,0.07400000000000001,,,,0.07400000000000001,0.07400000000000001,
2024-01-01,0.2192382834705828,0.18,0.153,0.13,0.1,0.0823,0.08,1.8319999999999999,0.58,,,,,,,,,2.27,0.5893510360282798,0.3045874013270078,,0.22899999999999998,0.1818,0.1548002908787268,0.1278196518372007,0.10585000000000001,0.08567100214220462,0.07946115758401215,1.8545461260333789,0.5600228506610577,,,,,,,,2.3175,0.5695764928780578,0.2591,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,1.091,1.09,1.065,0.9695,0.9394292200854701,0.65,,,,,,,,,0.6903999999999999,0.45,,839.65,909.0,1080.0,1173.3246252,1258.25,1327.81181148064,1770.0,,,,,,,,,1700.59525056685,2650.0,,,,,,,,,,881.061247457254,10000.0,,-0.0137,-0.03308408340949942,-0.003,,,,,,,,,,-0.03,0.0278,0.025,,5530.0,5600.0,6495.1116387084485,7270.0,7700.0,7500.0,7562.0,,,,82875.0,86827.0,4562.8,4496.219167644022,5356.0,5180.0,5969.175219575279,5970.638051360945,6113.326181062961,,,,66911.5,73773.72050167018,0.0635,0.0765,0.075,,,,,0.078,0.076,
2024-02-01,0.1577483419357725,0.1468194306708216,0.12026466592324081,0.1017957728342143,0.08772103638064492,0.07942944821147689,0.07013968496987427,1.474358816752676,0.5446742735050115,,,,,,,,,2.141062725978802,0.5864344102160506,0.32420309478583986,,0.14861075593731232,0.136415705874155,0.11723901132188001,0.1036622833714852,0.08916100190826723,0.08073683521356195,0.07056493782208988,1.4567381959889079,0.5458969666165941,,,,,,,,2.0993239329917173,0.5751361488026907,0.3129204650014954,,,,,,,,,,,,,,,,,,,,,,,,,,1.098479858049278,1.079523438444329,1.043914923738446,0.9732047837264077,0.9261192802044915,0.8774411663453117,0.6415171383226845,,,,,,,,,0.7343185069141207,0.4485203383857108,,860.0,927.81,1010.555,1111.525109213479,1191.55,1273.855764315231,1805.66,,,,,,,,,1610.51,2499.247365947584,,,,,,,,,,786.0,12770.0,,-0.02073590893041373,-0.03690130021583109,-5.847670860480429e-05,,,,,,,,,,-0.036548897135437304,0.03221235151311864,0.024369526273582052,,5603.24388750729,6467.0,7255.581132488516,7670.0,7401.053095835481,7513.0,7451.600454897878,,,,81613.14,86677.5,4500.0,5416.86,5291.75,5950.0,5981.07,6164.99,6195.0,,,,66821.69996911698,73111.0,0.06582817640744583,0.07813396866228946,0.07874128473031544,,,,,0.08239262261257654,0.07973448640660158,
2024-03-01,0.125,0.1075,0.09,0.08009090909090899,0.0783,0.069,0.062,1.2,0.48950000000000005,,,,,,,,,1.893512145979523,0.5529999999999999,0.2898482251984108,,0.1125,0.1,0.09,0.0793,0.07429999999999999,0.069,0.06,1.1234,0.469,,,,,,,,1.79,0.53,0.255,,,,,,,,,,,,,,,,,,,,,,,,,,0.7190000000000001,0.7095999999999999,0.69,0.67,0.65,0.62,0.55,,,,,,,,,0.6,0.4,,876.2769000000001,930.0,1003.3,1088.1,1164.3,1239.301588293127,1628.0,,,,,,,,,1438.3,2347.002334439813,,,,,,,,,,4923.769717729492,11344.8,,,-0.03765,-0.0013695643812708929,0.006322259136212646,,,,,,,,,-0.03501483378455537,0.03001631549097095,0.02475,,6426.0,7158.788630056904,7600.0,7307.0,7486.434711931106,7372.0,7049.0,,,,80842.26201679674,86181.0,5087.0,5026.207014324996,5650.0,5754.0,5921.0,6037.0,5860.208079811919,,,,65162.16561497182,72372.0,,0.0713,0.075,0.07400000000000001,,,,0.075,0.07300000000000001,
2024-04-01,0.09,0.075,0.0678,0.063,0.06,0.05754908002153426,0.05210996358043192,0.88,0.41168141436826633,,,,,,,,,1.6134664726304662,0.48943379669419224,0.25646178965073263,,0.0725,0.064,0.06,0.055999999999999994,0.05611542912504941,0.051108806198361355,0.049642607040365314,0.813,0.38,,,,,,,,1.450986008933229,0.452,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,0.505,0.461,0.4575,0.4601000000000001,0.43621875000000004,0.42412916666666667,0.38,,,,,,,,,0.4,0.34,,886.64,916.49,975.0,1045.11356499787,1103.515,1153.684490466236,1526.0,,,,,,,,,1300.0,1893.3,,,,,,,,,,4420.0,11068.5,,-0.034,0.0,0.0055000000000000005,,,,,,,,,,-0.035,0.033719947649689656,0.02565,,6988.606059232611,7450.0,7200.0,7196.757816148095,7189.0,6845.346480675094,6683.312633393615,,,,78966.0,85432.0,4796.508026350759,5550.0,5700.0,5770.0,5750.0,5814.392168373774,5587.544779345436,,,,62897.0,70255.90000000001,0.07,0.075,0.075,,,,,0.0755,0.07400000000000001,
2024-05-01,0.0519,0.054700000000000006,0.0548,0.05199999999999999,0.0525,0.04625,0.04474174785420862,0.68875,0.386,,,,,,,,,1.4638999999999998,0.5,0.2651,,0.05,0.04775,0.05,0.04769999999999999,0.04699999999999999,0.04377909187019477,0.04402121655926248,0.6555000000000001,0.3812,,,,,,,,1.2755,0.489,0.23399999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.3175,0.3175,0.303,0.3,0.3,0.27,,,,,,,,,0.3,0.25,,904.3297198618915,923.0607853409091,951.86,1004.61,1042.61,1095.94,1429.272147591688,,,,,,,,,1174.701247930861,1760.0,,,,,,,,,,4447.0,10612.0,,-0.0301,-0.003,0.005289866804477628,,,,,,,,,,-0.038,0.034,0.025,,7243.059381687492,7035.1,7112.331512318869,6947.991233759254,6794.993497590981,6637.885,6084.405568260776,,,,77904.0,84045.44968643534,5239.346232176586,5713.769476714233,5622.80239296561,5673.225,5520.01,5430.77,5291.5,,,,61517.05,69503.5,0.07400000000000001,0.076,0.075,,,,,0.075,0.073,
2024-06-01,0.052000000000000005,0.04825,0.04745,0.04625,0.044823268170853275,0.044349999999999994,0.044339507443736645,0.6325,0.36160569889052296,,,,,,,,,1.380799814801998,0.4802121644670391,0.2528,,0.03743999999999999,0.04147146868848086,0.0415,0.04174150915960237,0.040170600661107406,0.041299999999999996,0.0425,0.6107,0.32799999999999996,,,,,,,,1.186722624012025,0.47362576567667924,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,0.33375,0.33990000000000004,0.33990000000000004,0.33990000000000004,0.33340000000000003,0.33990000000000004,0.29345,,,,,,,,,0.33990000000000004,0.255,,922.73076,945.77,985.0,1045.0,1094.0,1173.788218877028,1428.99,,,,,,,,,1173.788218877028,1755.0,,,,,,,,,,6076.191327412193,10717.77631593196,,,-0.005,0.005,0.008,,,,,,,,,-0.036530099489155636,0.03247015133128576,0.02565,,7024.75,7071.654239407348,7008.781287676857,6835.0,6530.036998547823,6172.5,6116.164179045953,,,,78098.5,83774.94968643534,5445.287321774726,5417.406616901211,5515.0,5413.63,5262.5,5251.24091485655,4922.0,,,,60132.715,67894.15627576734,,0.079,0.0784,0.0805,,,,0.0805,0.07751591302367052,
2024-07-01,0.039,0.038,0.0369184095269622,0.03815,0.0395,0.038,0.0364144874264248,0.537,0.3025,,,,,,,,,1.27405,0.4130863883,0.25,,0.0358,0.0335,0.033,0.034,0.0351,0.0325,0.034,0.475,0.2595,,,,,,,,1.0862161508923,0.3801,0.2113,,,,,,,,,,,,,,,,,,,,,,,,,,0.37496250000000003,0.3761625,0.376,0.375,0.3787,0.3766666666666666,0.32049999999999995,,,,,,,,,0.3787,0.27,,942.47,961.3904,986.9249,1029.7,1088.245,1166.885,1405.4,,,,,,,,,1088.245,1624.8,,,,,,,,,,7384.0,10808.79965858167,,-0.0003303165446352785,0.003562719946464399,0.005,,,,,,,,,,-0.03651094826924732,0.031652959614874174,0.03,,6881.575,6799.164030938426,6663.478120396743,6475.133537562062,6097.73175647997,6129.74457488906,5734.42,,,,77193.98810628348,81912.5,5212.411569314594,5286.115664602366,5200.0,5083.568875272499,5012.5,4807.974401628289,4702.405000000001,,,,58511.65,64794.1,0.079,0.0789,0.08055854999999999,,,,,0.08055854999999999,0.076,
2024-08-01,0.03875,0.035,0.035,0.033,0.036000000000000004,0.0335,0.034,0.447,0.2723,,,,,,,,,1.22875,0.38409999999999994,0.25,,0.035,0.032,0.032,0.03061554571919611,0.031,0.032,0.030299999999999997,0.41759999999999997,0.25415,,,,,,,,1.06,0.3519,0.18128965302326228,,,,,,,,,,,,,,,,,,,,,,,,,,0.38500000000000006,0.39,0.39,0.39,0.38125,0.3825,0.313,,,,,,,,,0.39,0.2825,,961.9266573099753,982.23,1002.325,1025.385,1089.8,1136.991543497528,1387.865,,,,,,,,,1025.385,1514.615,,,,,,,,,,7829.17212006229,11115.0,,-0.01670047528959673,0.009000000000000001,0.008687121964233269,,,,,,,,,,-0.038,0.035,0.027000000000000003,,6942.716712422561,6715.185637372935,6549.0,6106.764999999999,6237.5,5775.860000000001,5742.0,,,,77857.0,82371.0,5471.246374483193,5401.35,5180.0,5032.673698639554,4815.778164859314,4944.875238918291,4645.0,,,,59163.33728410528,66661.50676589496,0.0795,0.0785,0.081,,,,,0.081,0.077,
2024-09-01,0.0351763292771731,0.03405,0.0325,0.036,0.034,0.033,0.03,0.409383399295933,0.25,,,,,,,,,1.23645,0.35,0.212687236271661,,0.034,0.0312,0.031,0.03355,0.032,0.03015,0.02905,0.394,0.22165,,,,,,,,1.07485,0.335155199739322,0.187882723831324,,,,,,,,,,,,,,,,,,,,,,,,,,0.39705,0.39455,0.39,0.39,0.389493330348236,0.38185,0.32635,,,,,,,,,0.39,0.3,,981.6,1001.1,1021.466993171855,1051.13,1086.0,1112.6,1279.2,,,,,,,,,1021.466993171855,1439.5,,,,,,,,,,8689.802462241969,12859.5,,,0.0159728423100006,0.00935,0.011,,,,,,,,,-0.038,0.0352200173624444,0.03,,6564.15484675378,6435.83,6059.910000000001,6100.0,5697.42,5741.165000000001,6565.959127706521,,,,77609.94298544005,81835.0,5362.0,5130.584044737428,5123.17764342397,4891.0,4884.966789783246,4610.794484486931,5225.0,,,,58651.0,66019.69,,0.078,0.08,0.0792011757533899,,,,0.08,0.075,
2024-10-01,0.03,0.029,0.0315,0.03,0.028,0.028,0.0261098077147856,0.349614249119509,0.22,,,,,,,,,1.2,0.314,0.2,,0.029,0.02795,0.0298242093224626,0.02855,0.0260154459433755,0.0264146761875485,0.0248,0.318179889504549,0.209,,,,,,,,1.05096668302399,0.293723818542614,0.1797,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.4,0.396,0.3895,0.3819,0.36,0.312891962915905,,,,,,,,,0.4,0.29,,1001.095,1021.0,1042.6,1064.035850488505,1085.481669893186,1106.055417402451,1245.0,,,,,,,,,1021.0,1294.72,,,,,,,,,,9013.78296010554,12545.20111974061,,0.02,0.0094,0.01,,,,,,,,,,-0.0360753224635711,0.0357200173624444,0.0304999303336872,,6600.0,6159.910000000001,6134.039164253619,5776.15,5786.198751419105,6566.0,6911.0,,,,77864.0,81958.675,5600.0,5300.0,5000.0,5018.480498812703,4717.579588926421,5225.0,5343.858581771306,,,,60007.0,66923.8686119148,0.078,0.08,0.0791005878766949,,,,,0.08,0.075,
2024-11-01,0.028,0.029,0.027,0.0241470390775312,0.025,0.023,0.02085,0.294,0.1925,,,,,,,,,1.188,0.281,0.18,,0.027,0.0273034707771751,0.0252,0.0239,0.0242,0.0221524842959806,0.02,0.27925,0.184,,,,,,,,1.04302218480719,0.267988614696815,0.157909608352213,,,,,,,,,,,,,,,,,,,,,,,,,,0.3584,0.35,0.3415,0.3285,0.315490625,0.30365,0.2553,,,,,,,,,0.3584,0.25,,1021.383986343709,1041.6,1061.72,1082.0,1102.964630336727,1122.180420188166,1228.948553896055,,,,,,,,,1021.383986343709,1249.541391102248,,,,,,,,,,9050.9,12000.0,,0.033905779274223,0.00635,0.01,,,,,,,,,,-0.03,0.0416080255372516,0.0308059809363099,,6200.0,6224.901178643474,5809.971887205807,5866.1,6620.0,7020.0,7655.0,,,,78740.0,83050.95181744815,5500.0,5149.0,5168.875370527418,4845.244787165326,5400.0,5413.805986724,5926.0,,,,60847.32681256,67899.0,0.078,0.0795,0.078,,,,,0.0795,0.075,
2024-12-01,0.027000000000000003,0.025,0.023,0.02305,0.02046608766317648,0.019,0.01821494428653735,0.259,0.153,,,,,,,,,1.178,0.259,0.153,0.1,0.026000000000000002,0.0241,0.0219,0.021,0.0194,0.01844253794597571,0.01797447804206711,0.248,0.15,,,,,,,,1.043,0.248,0.15,0.095,,,,,,,,,,,,,,,,,,,,,,,,,0.34,0.3169,0.301,0.295,0.28,0.27699999999999997,0.25,,,,,,,,,,0.25,0.1687,1041.9,1057.61,1070.7,1084.733760438646,1097.5,1111.0,1205.470460206971,,,,,,,,,,1205.470460206971,1382.2,,,,,,,,,,11153.2,14175.0,,0.00933065469468236,0.01,0.01,,,,,,,,,,0.045,0.037,0.03,6267.60672152229,5780.075955042362,5779.805596681139,6566.0,6984.0,7646.518350253468,7243.159428992861,,,,82817.94,89000.0,5149.0,5184.0,4879.614811970756,5466.966170850433,5350.0,5872.0,5914.32,,,,67448.81,73059.9,0.072,0.076,0.073,,,,,0.072,0.07,0.07
2025-01-01,0.023,0.021,0.02,0.0185,0.018,0.0168712414215326,0.0155702956120107,0.218664700814638,0.138298767763203,,,,,,,,,,0.232,0.15,0.094,0.0241573731527425,0.0214377015086497,0.02,0.0186326901762042,0.0172,0.016,0.015,0.219942487907546,0.1465,,,,,,,,,0.2296,0.1495,0.093,,,,,,,,,,,,,,,,,,,,,,,,,0.3055,0.3,0.285741097817408,0.27,0.268603064516129,0.26,0.228,,,,,,,,,,0.24,0.1515,1054.479914944366,1065.779844715641,1077.5,1089.808644436377,1101.390836848579,1112.407795217065,1215.1,,,,,,,,,,1200.5,1354.94,,,,,,,,,,11649.77602108753,13985.0,0.0162,0.01,0.01,,,,,,,,,,,0.046,0.0365,0.03,5915.0,5978.377837642539,6800.0,7117.0,7930.395639415261,7250.0,7499.83971293401,,,,83126.0,89363.33809681208,5228.094859871824,4980.133435619136,5625.0,5593.624952736462,6055.036945844841,6000.0,6299.851165768957,,,,69100.0,75081.5,0.07,0.0736,0.072,,,,,,0.068,0.065
2025-02-01,0.023,0.0217,0.019,0.0170526274297782,0.017,0.016,0.015,0.221926732245412,0.133,,,,,,,,,,0.232630471643656,0.1525,0.097,0.0232482538220439,0.02015,0.0182502529144896,0.0171089571285488,0.016,0.015,0.01495,0.217558745042304,0.133341174392088,,,,,,,,,0.230638775405359,0.14955,0.095,,,,,,,,,,,,,,,,,,,,,,,,,0.2965,0.2815,0.27,0.2639,0.2594,0.25275,0.226,,,,,,,,,,0.2395,0.15,1068.896991264019,1079.862467133776,1090.815,1101.76,1112.68,1123.59243507789,1287.1,,,,,,,,,,1175.1,1380.0,,,,,,,,,,12052.5,13992.5,0.013,0.0107984383403212,0.00885,,,,,,,,,,,0.048,0.035,0.03,5960.171493353017,6705.92869471386,7115.295914627201,7733.5,7225.29349245397,7411.5,7366.036336143261,,,,83876.88873123714,89092.0,5170.0,5729.5,5768.236535620538,6256.974778167474,6073.052404957085,6351.605,6196.44371198626,,,,71732.61506588403,77185.89378221818,0.0695,0.073,0.072,,,,,,0.0675836030057718,0.065
2025-03-01,0.0255,0.022,0.0195182406887726,0.018,0.017,0.016,0.0156216518407969,0.245068853412782,0.13305,,,,,,,,,,0.275,0.1675,0.1,0.0255,0.022,0.0188414108374246,0.0171847597825461,0.0169565912824648,0.0159108155594268,0.0143,0.244398332894182,0.129753608254521,,,,,,,,,0.283,0.16,0.094,,,,,,,,,,,,,,,,,,,,,,,,,0.3024,0.3,0.29,0.2845,0.271,0.265,0.2336,,,,,,,,,,0.2405,0.1624,1080.0,1091.0,1102.11,1113.13,1124.26,1135.5,1313.0,,,,,,,,,,1253.0,1432.9,,,,,,,,,,12000.0,14358.5209,,0.015,0.00615,0.008,,,,,,,,,,0.05,0.035,0.03,6733.615425207458,7155.0,7837.461076306487,7230.480830581511,7438.261622518867,7343.5,7237.744813759598,,,,83269.2210229316,89303.84354247636,5876.217161308919,5938.914941628051,6306.847948142894,6167.614026406402,6416.563575245214,6201.94371198626,6384.069838201982,,,,72934.11865248161,78092.0745984353,,0.07,0.069,0.0650829729059331,,,,,0.065,0.063
2025-04-01,0.0315564329541229,0.0277350330840809,0.0224887999591783,0.02,0.018397657573531,0.02,0.0183989096582628,0.263,0.144055894508721,,,,,,,,,,0.3175,0.18,0.1,0.031,0.0264,0.023,0.0204,0.0184,0.0183079230618297,0.018,0.243694405042675,0.130342392694114,,,,,,,,,0.307,0.162,0.097,,,,,,,,,,,,,,,,,,,,,,,,,0.341,0.33,0.32,0.3065,0.294034510370405,0.281,0.24,,,,,,,,,,0.27,0.1851385,1170.596875,1179.21213089037,1199.24,1225.381692775858,1251.355,1281.752515400184,1379.0,,,,,,,,,,1322.2,1480.95,,,,,,,,,,13031.31814243672,15035.33710903207,,0.017,0.004,0.0064,,,,,,,,,,0.051,0.035,0.03,6919.571171774966,7679.047695841406,7166.884496113957,7349.620413389774,7284.410186085282,7165.0,7188.430804554196,,,,82810.44108074522,88277.0,5907.083360963035,6259.0,6192.482081488237,6594.669000983978,6198.148730508441,6398.5,6404.846420401194,,,,72999.5,77983.13300437998,,0.07,0.069,0.06525,,,,,0.065,0.0624948544097228
2025-05-01,0.0208665010582016,0.0186076258310183,0.0181,0.017,0.017,0.0169030968597783,0.016,0.209415094405115,0.135780256446537,,,,,,,,,,0.285649503786901,0.16,0.1,0.022,0.019,0.019,0.018,0.0175238046296144,0.017,0.016,0.216250640334076,0.1285,,,,,,,,,0.3,0.16,0.0932,,,,,,,,,,,,,,,,,,,,,,,,,0.3303125,0.320892973785055,0.308173064174668,0.2984,0.29,0.28,0.23,,,,,,,,,,0.27054294,0.19071313090198,1167.46935199956,1181.5,1205.255,1230.372887396046,1259.26,1277.775694383673,1392.028129663227,,,,,,,,,,1300.0,1512.006499909502,,,,,,,,,,13427.47975769295,15580.56706214408,,0.015,0.00220152535339024,0.007,,,,,,,,,,0.052,0.0353694305741334,0.031,7600.0,7105.284124494051,7308.0,7237.788469005934,7137.223163326647,7109.8207176741,6765.511942587591,,,,82761.0,88000.0,6589.1583729228,6379.0,6690.0,6494.0,6460.0,6581.980005735928,6100.0,,,,75000.0,80005.0,,0.0695,0.06825,0.065,,,,,0.065,0.062
2025-06-01,0.018,0.0171827925240704,0.016,0.0166,0.017,0.0152231335037618,0.017,0.2075,0.134093950220731,,,,,,,,,,0.27,0.161593087358533,0.09765,0.0193075429280358,0.018,0.0170660828905106,0.01645,0.016630987697696,0.016016303289822,0.0178,0.210822190566818,0.1265,,,,,,,,,0.292484389942347,0.165004282071273,0.103631503381549,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.319,0.30695,0.3,0.29,0.2799,0.242372,,,,,,,,,,0.2799,0.196,1207.0,1229.0,1248.7,1271.6,1296.0,1324.0,1419.8,,,,,,,,,,1324.0,1549.774603028404,,,,,,,,,,13500.85964173272,15608.79737228718,,0.004,0.0074,0.006,,,,,,,,,,0.05,0.035,0.033,7043.491251606001,7286.10341669544,7180.0,7073.034457967718,7097.299903458566,6685.228719059754,6778.595365705905,,,,81540.68331088602,87578.11727960123,6428.788554630436,6699.527838569812,6490.0,6566.458161122098,6545.0,6162.0,5980.0,,,,75407.50218122576,80348.44623703285,,0.0743487811195884,0.0715042775881536,0.0699242785361433,,,,,0.0699242785361433,0.0666740843222328
2025-07-01,0.018,0.0171924220240471,0.017,0.017,0.0152353483797916,0.017,0.0158948792574199,0.211,0.1174,,,,,,,,,,0.273,0.165,0.1012,0.0182360597291138,0.018,0.0174,0.017,0.0169409008300781,0.017,0.015,0.205755252992997,0.11725,,,,,,,,,0.294555701375788,0.16437404024369,0.103456467397375,,,,,,,,,,,,,,,,,,,,,,,,,0.348465999557043,0.33,0.3195,0.3055,0.294859586956522,0.29,0.2451,,,,,,,,,,0.294859586956522,0.2047,1315.0,1339.6,1360.975328227376,1392.7,1405.0,1420.094856865599,1522.0,,,,,,,,,,1405.0,1621.6,,,,,,,,,,13561.26287866175,15600.78461414345,,0.8,0.4717043967413956,0.5670667110223568,,,,,,,,,,0.05,0.0338069296015765,0.0326027623916554,7326.802802182345,7182.176722342074,7103.176045641161,7064.347279652533,6654.830750198168,6780.0,6215.0,,,,81622.3051869646,87700.0,6604.941532606419,6469.880135994384,6487.591569565244,6502.5,6180.549886543912,5959.039816564707,6002.5,,,,75115.0,80285.0,,0.0760336829980197,0.0737908319834127,0.07,,,,,0.07,0.069
